Snake#,Can#,Flight,Jday,date,OpenTime,CloseTime,Julian Open Time,Julian Closing Time,Jopen time Progressive,J close time Progressive,Latitude,Longitude,AltP_feet,AltP_meters,Radaralt_ft,Radaralt_m,SARP Year,Weather,Comments,H2 (ppbv)mult by 1.6,CH4 (ppmv),CO (ppbv),CO2_ppm,OCS (MS),DMS (MS),CFC-12 (C/D),CFC-11 (C/D),CFC-113 (D),CFC-114 (C/MS),H-1211 (C/D),H-1301 (C),H-2402 (D),HFC-152a (MS),HFC-134a (MS),HCFC-22 (MS),HCFC-142b,HCFC-141b (MS),HCFC-124 (MS),HFC-365mfc (MS),CHCl3 (C/D),CH3CCl3 (C/MS),CCl4 (C/MS),CH2Cl2 (C/D/MS),C2HCl3 (D/MS),C2Cl4 (C/MS),CH3Cl (MS),CH3Br (C/MS),CH3I (C/D),CH2Br2 (D),CHBrCl2 (D),CHBr2Cl (D),CHBr3 (C/MS),"1,2-DCE (MS)",MeONO2 (C/D),EtONO2 (C/D),i-PrONO2 (D),n-PrONO2 (C),2-BuONO2 (D),3-PeONO2 (D),2-PeONO2 (D),3-Methyl-2-BuONO2 (D),Ethane (E),Ethene (E),Ethyne (E),Propane (E/B),Propene (E),i-Butane (E),n-Butane (E),i-Butene (E),1-Butene (E),trans-2-Butene (MS),cis-2-Butene (MS),i-Pentane (E),n-Pentane (E),Isoprene (E/B),n-Hexane (E),n-Heptane (E),n-Octane (B),n-Nonane (B),n-Decane (B),"2,2-Dimethylbutane (B)","2,3-Dimethylbutane (MS)",2-Methylpentane (MS),3-Methylpentane (MS),2-Methylhexane (B),3-Methylhexane (B),"2,3-Dimethylpentane (B)","2,4-Dimethylpentane (B)",2-Methylheptane (B),3-Methylheptane (B),"2,2,4-Trimethylpentane (B)",Cyclopentane (B),Methylcyclopentane (B),Cyclohexane (B),Methylcylohexane (B),Benzene (E/MS),Toluene (B),Ethylbenzene (MS),m-Xylene (MS),p-Xylene (MS),m/p-Xylene (MS),o-Xylene (MS),Styrene (MS),i-Propylbenzene (MS),n-Propylbenzene (MS),3-Ethyltoluene (MS),4-Ethyltoluene (MS),2-Ethyltoluene (MS),"1,3,5-Trimethylbenzene (MS)","1,2,4-Trimethylbenzene (MS)","1,2,3-Trimethylbenzene (MS)",alpha-Pinene (MS),beta-Pinene (MS),Acetaldehyde (MS),Butanal (MS),Acetone (MS),Butanone (MS),Methanol (MS),Ethanol (MS)
2207,8289,3,169,6/18/13,22:11:00,22:11:56,169.924,169.925,41443.9243,41443.925,36.927,-119.9383,14041,,,,2013,,,,1.81,64,420,513,,527,234,73.3,16.5,3.895,3.46,,8.35,68.7,242,23.28,24.14,,,11.03,4.45,83.4,36.23,0.13,1.36,517,7.4,0.053,0.65,0.109,0.062,0.49,9.15,3.534,0.809,0.381,0.043,0.151,0.047,0.116,0.041,436,3,26,17,0.00001,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,,,,,,,,,5,6,0.00001,,5,0.00001,0.00001,,,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,41.57,,325.91,,317.74,
2210,4234,3,169,6/18/13,22:16:00,22:16:55,169.928,169.928,41443.9278,41443.9284,37.17,-119.7,14036,,,,2013,,,,1.816,71,419,514,,533,231,73,16.6,3.859,3.32,,9.19,69.7,242,22.65,26.98,,,12.58,4.57,84.2,41.11,0.141,1.75,511,7.32,0.104,0.761,0.129,0.086,0.799,11.4,5.623,1.569,0.917,0.153,0.558,0.216,0.381,0.083,529,0.00001,30,12,0.00001,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,3,,,0.00001,0.00001,,,,,,,,,,0.00001,7,0.00001,,6,5,0.00001,,,6,0.00001,,,0.00001,3,5,6,7,7,11,0.00001,,80.09,,,,405.34,
2223,5160,3,169,6/18/13,22:21:00,22:21:53,169.931,169.932,41443.9313,41443.9319,36.482,-119.6433,14015,,,,2013,,,,1.79,49,418,517,,529,234,73.5,16.3,3.935,3.33,,9.02,67.7,239,22.38,25.7,,,10.69,4.47,83.8,35.75,0.117,1.3,513,7.37,0.056,0.717,0.113,0.068,0.567,10.7,6.73,1.056,0.53,0.066,0.165,0.064,0.129,,403,6,22,8,3,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,7,,,0.00001,0.00001,,,,,,,,,,5,6,0.00001,,3,0.00001,0.00001,,,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,115.57,,,,797.01,
2208,8042,3,169,6/18/13,22:26:00,22:26:54,169.935,169.935,41443.9347,41443.9353,37.092,-119.75,14027,,,,2013,,,,1.807,67,416,496,,528,238,73.1,16.5,3.837,3.34,,8.89,66.5,236,22.65,23.23,,,11.04,4.51,83.8,36.97,0.145,1.3,501,7.38,0.05,0.672,0.112,0.06,0.386,9.575,4.162,0.944,0.545,0.073,0.231,0.04,0.154,0.032,430,4,25,12,0.00001,7,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,3,,,0.00001,0.00001,,,,,,,,,,0.00001,4,0.00001,,3,0.00001,0.00001,,,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,94.55,,,,199.16,
2209,4013,3,169,6/18/13,22:31:00,22:31:52,169.938,169.939,41443.9382,41443.9388,36.653,-119.595,14251,,,,2013,,,,1.805,67,420,560,,525,230,72.4,16.4,3.767,3.11,,8.62,73.5,255,23.73,24.69,,,10.99,4.43,83.4,37.45,0.105,1.37,566,7.4,0.047,0.675,0.118,0.069,0.448,10.325,5.828,1.718,0.977,0.125,0.587,0.329,0.472,0.069,432,4,29,12,0.00001,0.00001,4,,,0.00001,0.00001,0.00001,3,3,0.00001,0.00001,4,,,0.00001,0.00001,,,,,,,,,,0.00001,8,0.00001,,8,7,5,,,14,6,,,9,12,14,29,30,37,71,0.00001,,68.14,,,,200.82,
2224,5004,3,169,6/18/13,22:36:00,22:37:21,169.942,169.943,41443.9417,41443.9426,36.118,-119.3633,23282,,,,2013,,,,1.816,55,416,514,,532,230,72.2,16.2,3.902,3.22,,11.56,68.2,241,22.65,25.61,,,12.09,4.48,83.9,44.04,0.106,1.73,509,7.45,0.039,0.656,0.116,0.063,0.498,16.275,4.569,1.209,0.833,0.069,0.243,0.031,0.079,,548,6,39,26,0.00001,4,4,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,4,8,,,5,0.00001,,,,,,,,,,0.00001,6,0.00001,,5,3,0.00001,,,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,45.81,,391.25,,427,
6001,1000A,3,169,6/18/13,22:41:00,22:42:03,169.945,169.946,41443.9451,41443.9459,35.595,-119.0217,25020,,,,2013,,,,1.818,67,411,562,,525,232,73.2,16,3.956,3.13,,8.91,73.7,260,24.26,26.89,,,13.03,4.55,84.2,51.24,0.145,1.99,581,8.66,0.106,0.72,0.128,0.072,0.497,25.775,4.811,1.789,1.314,0.121,0.546,0.132,0.227,,513,5,50,25,0.00001,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,5,,,7,0.00001,,,,,,,,,,0.00001,6,0.00001,,5,8,3,,,6,0.00001,,,4,4,4,4,5,6,12,0.00001,,186.65,,1045.2,,540.13,726.63
6016,1001A,3,169,6/18/13,22:46:00,22:46:36,169.949,169.949,41443.9486,41443.949,35.143,-118.6817,15070,,,,2013,,high O3,,1.785,59,411,500,,531,231,73.2,16.6,3.729,3.32,,7.93,66.8,229,22.47,23.78,,,8.43,4.43,83.6,29.04,0.162,1,505,7.77,0.072,0.73,0.112,0.089,0.925,9.275,10.472,1.236,0.801,0.058,0.669,0.136,0.174,,315,5,31,16,0.00001,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,,,,,,,,,0.00001,0.00001,0.00001,,0.00001,4,0.00001,,,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,157.89,,556.3,,396.73,192.15
6017,1002A,3,169,6/18/13,22:48:00,22:48:40,169.95,169.95,41443.95,41443.9505,34.987,-118.575,14232,,,,2013,,,,1.793,60,412,530,,524,229,72.4,15.9,3.75,3.19,,7.98,67.9,244,23.19,23.96,,,9.24,4.42,84,37.82,0.197,1.13,558,7.69,0.028,0.777,0.125,0.088,0.771,13.775,9.326,1.454,0.958,0.104,0.545,0.101,0.255,0.077,383,6,36,14,0.00001,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,,,,,,,,,0.00001,4,4,,5,5,4,,,7,6,,,6,5,7,6,7,9,18,0.00001,,253.85,,553.64,,344.2,
6002,1003A,3,169,6/18/13,22:49:00,22:49:26,169.951,169.951,41443.9507,41443.951,34.923,-118.515,13867,,,,2013,,,,1.794,61,410,510,,527,229,73,16.2,3.797,3.26,,7.52,66.1,235,22.11,25.06,,,10.1,4.54,83.5,37.45,0.195,1.16,523,7.75,0.12,0.799,0.127,0.095,0.8,19.45,10.712,1.366,1.153,0.078,0.994,0.051,0.258,0.106,378,9,34,18,8,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,3,6,,,5,0.00001,,,,,,,,,,0.00001,0.00001,5,,5,4,0.00001,,,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,320.64,,915,,472.62,239.23
6015,1004A,3,169,6/18/13,22:50:00,22:50:34,169.951,169.952,41443.9514,41443.9518,34.893,-118.42,10802,,,,2013,,,,1.815,74,414,518,,526,231,73.1,15.9,4.047,3.33,,7.71,67,239,22.65,25.97,,,13.49,4.43,84.6,51,0.203,1.81,535,8.58,0.156,0.756,0.134,0.1,0.865,27.225,6.042,1.796,1.522,0.157,1.106,0.126,0.391,0.057,629,5,83,60,0.00001,3,6,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,,,,,,,,,0.00001,7,0.00001,,9,6,0.00001,,,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,281.5,,1058.68,,722.19,240.74
6018,1005A,3,169,6/18/13,22:51:00,22:51:36,169.952,169.953,41443.9521,41443.9525,34.848,-118.33,10808,,,,2013,,,,1.832,104,415,542,,525,236,73.5,16.1,3.735,3.26,,8.03,69.6,248,23.81,23.23,,,14.04,4.36,84.5,69.42,0.202,2,569,7.78,0.048,0.659,0.141,0.071,0.404,15.625,3.76,1.56,1.751,0.16,1.156,0.124,0.338,0.07,869,4,135,113,0.00001,6,11,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,,,,,,,,,0.00001,8,0.00001,,13,3,0.00001,,,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,119.24,,298.71,,371.51,
6003,1006A,3,169,6/18/13,22:52:00,22:52:33,169.953,169.953,41443.9528,41443.9532,34.808,-118.26,9408,,,,2013,,,,1.853,88,415,522,,528,230,72.7,16.2,4.261,3.27,,10.15,70.8,245,23.46,26.34,,,16.71,4.68,84.7,53.19,0.265,2.42,530,9.3,0.059,0.763,0.167,0.092,0.671,32.225,4.606,2.389,2.685,0.253,1.772,0.306,0.592,0.098,1078,9,102,108,4,11,19,,,0.00001,0.00001,8,7,0.00001,0.00001,5,0.00001,0.00001,0.00001,6,0.00001,,,,,,,,,,0.00001,8,0.00001,,10,0.00001,0.00001,,,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,277.14,,1600.66,,2380.19,185.55
6014,1007A,3,169,6/18/13,22:53:00,22:53:33,169.953,169.954,41443.9535,41443.9539,34.755,-118.2067,9408,,,,2013,,valve not tight,,1.872,106,415,524,,542,239,73.5,16.4,4.112,3.54,,25.5,80.8,263,23.64,26.98,,,17.38,5.12,86.6,50.14,0.482,3.92,535,10.22,0.301,0.828,0.339,0.29,2.121,23.525,6.141,3.995,6.802,0.68,8.222,2.178,4.145,4.949,1332,38,117,419,10,62,119,,,0.00001,0.00001,64,35,8,9,7,0.00001,0.00001,0.00001,10,0.00001,,,,,,,,,,3,12,7,,19,15,0.00001,,,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,346.82,,859.67,,1308.38,171.83
6019,1008A,3,169,6/18/13,22:54:00,22:54:29,169.954,169.955,41443.9542,41443.9545,34.705,-118.155,6151,,,,2013,,"high CO, CO2, O3 ",,1.903,152,422,523,,526,231,72.6,15.9,4.232,4.29,,90.01,118.7,325,23.73,30.73,,,25.88,5.01,83.8,93.7,1.301,13.6,516,11.03,0.482,1.067,1.51,1.342,4.488,23.275,9.201,6.841,15.245,1.375,16.826,4.814,9.384,14.519,2078,120,306,786,10,154,234,,,0.00001,0.00001,233,80,11,25,12,0.00001,0.00001,0.00001,24,12,,,,,,,,,,8,18,11,,46,76,8,,,5,5,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,834.96,,2862.59,,2094.26,528.66
6004,1009A,3,169,6/18/13,22:55:00,22:55:30,169.955,169.955,41443.9549,41443.9552,34.695,-118.09,5239,,,,2013,,,,1.915,149,419,520,,527,233,73.2,16.3,4.301,3.78,,104.93,122.6,329,24.26,30.64,,,27.05,5.4,84.5,64.66,1.403,15.3,513,10.71,0.582,0.965,1.394,1.264,4.09,23.55,9.652,6.319,15.233,1.399,17.689,4.98,9.483,15.811,2164,126,338,798,14,165,240,,,0.00001,0.00001,261,89,13,24,14,5,,,21,20,,,,,,,,,,10,20,18,,50,83,8,,,6,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,584.91,,2102.09,,1714.31,484.71
6013,1010A,3,169,6/18/13,22:56:00,22:56:30,169.956,169.956,41443.9556,41443.9559,34.7,-118.005,5088,,,,2013,,loose valve,,1.915,154,421,518,,531,231,72.8,16.5,4.275,3.67,,96.3,122.3,338,24.17,32.28,,,27.36,5.43,84.8,67.1,1.58,17.69,529,10.88,0.521,0.998,1.402,1.353,4.558,32.425,10.465,6.958,15.764,1.516,18.006,5.182,10.058,16.798,2211,125,364,855,7,154,242,,,0.00001,0.00001,263,91,12,27,17,7,,,28,19,,,,,,,,,,9,25,18,,58,94,13,,,12,5,,,5,3,3,0.00001,3,4,5,0.00001,,653.51,,3024.68,,2327,783.02
6020,1011A,3,169,6/18/13,22:57:00,22:57:28,169.956,169.957,41443.9563,41443.9566,34.695,-117.9467,4700,,,,2013,,,,1.902,150,421,520,,527,234,73.2,16,4.008,3.54,,90.43,117.4,326,24.08,31.09,,,25.93,5.35,84.6,67.95,1.573,15.72,527,10.26,0.477,0.991,1.387,1.263,3.847,21.45,8.848,6.465,15.132,1.339,16.956,4.783,8.955,15.007,2136,115,326,788,13,139,226,,,0.00001,0.00001,231,83,5,25,12,4,,,23,12,,,,,,,,,,9,22,12,,44,82,8,,,6,5,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,456.64,,2845.07,,1996.57,198.19
6005,1012A,3,169,6/18/13,22:58:00,22:58:24,169.957,169.957,41443.9569,41443.9572,34.662,-117.9733,4043,,,,2013,,,,1.901,151,418,515,,533,235,73.4,16.5,4.695,3.43,,93.61,119.7,330,24.17,34.48,,,25.99,5.43,85.2,64.29,1.495,15.65,518,10.3,0.461,0.989,1.148,1.084,3.709,27.775,10.89,6.59,14.617,1.413,17.341,4.71,8.981,14.239,2035,121,327,804,11,137,223,,,0.00001,0.00001,237,82,5,23,13,7,,,25,14,,,,,,,,,,7,23,17,,45,84,9,,,6,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,691.21,,3586.49,,2571.9,808.8
6012,1013A,3,169,6/18/13,22:59:00,22:59:27,169.958,169.958,41443.9576,41443.958,34.66,-118.020247,3341,,,,2013,,loose valve,,1.879,152,417,545,,533,236,72.4,16.5,5.144,3.29,,94.14,126.7,353,24.98,33.01,,,24.34,5.28,84.7,63.32,1.339,14.66,553,12.39,0.505,0.834,1.043,0.986,3.083,18.55,7.83,5.434,12.851,1.187,15.066,4.329,7.849,14.81,2084,131,343,863,12,155,250,,,0.00001,0.00001,267,92,7,26,19,6,,,30,22,,,,,,,,,,10,24,16,,54,91,11,,,14,5,,,6,5,6,6,7,8,14,0.00001,,581.72,,2277.66,,1294.18,134.75
6021,1014A,3,169,6/18/13,22:59:27,22:59:50,169.958,169.958,41443.958,41443.9582,34.652,-118.036901,2918,,,,2013,,,,1.899,147,422,514,,525,235,72.7,16.1,4.782,3.33,,85.36,121.9,333,24.26,32.1,,,24.16,5.25,84.4,64.78,1.244,14.84,522,10.23,0.424,0.903,1.127,1.041,3.056,24.225,7.39,5.53,13.658,1.214,16.824,4.635,8.601,15.522,2037,130,345,790,7,155,242,,,0.00001,0.00001,269,91,7,27,13,6,,,26,16,,,,,,,,,,8,22,17,,44,89,9,,,8,7,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,448.5,,2059.63,,2117.72,503.13
6006,1015A,3,169,6/18/13,22:59:50,23:00:13,169.958,169.958,41443.9582,41443.9585,34.644,-118.05016,2735,,,,2013,,DAOF Runway,,1.893,144,419,518,,526,238,73,16.7,4.693,3.42,,87.13,120.8,324,24.26,32.19,,,25.5,5.37,85.3,65.51,1.254,14.27,521,10.44,0.464,0.962,1.048,0.972,3.329,22.125,9.974,6.211,13.595,1.301,17.673,4.445,8.208,13.705,1890,122,328,697,18,142,222,,,0.00001,0.00001,251,85,13,25,14,7,,,22,17,,,,,,,,,,9,25,14,,48,89,8,,,6,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,610.26,,2975.33,,2154.62,630.11
802,6086,4,170,6/19/13,0:01:00,0:02:04,170.001,170.001,41444.0007,41444.0014,33.96,-119.4233,24071,,,,2013,,,,1.811,69,414,482,,534,232,72.4,17.1,4.032,3.12,,6.42,66.6,231,22.11,25.15,,,14.39,4.41,85.4,58.8,0.202,1.76,536,7.81,0.02,0.717,0.126,0.068,0.501,23.675,4.911,1.264,0.977,0.096,0.385,0.1,0.102,0.006,463,3,66,21,0.00001,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,5,0.00001,,,,,,,,,,4,8,0.00001,,7,3,0.00001,,,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,3,6,0.00001,,80.36,,371.85,,368.99,
815,7287,4,170,6/19/13,0:06:00,0:06:26,170.004,170.004,41444.0042,41444.0045,34.128,-119.2233,13459,,,,2013,,,,1.821,72,414,511,,532,233,72.7,16.6,4.537,3.37,,9.22,71.9,247,23.28,25.06,,,14.74,4.55,85,41.72,0.163,1.83,529,7.75,0.043,0.727,0.169,0.081,0.604,16.675,5.211,1.78,1.571,0.145,0.855,0.172,0.162,0.053,708,6,68,41,5,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,3,5,,,0.00001,0.00001,,,,,,,,,,3,7,0.00001,,7,0.00001,0.00001,,,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,124.4,,504.04,,568.33,
818,4241,4,170,6/19/13,0:07:20,0:07:46,170.005,170.005,41444.0051,41444.0054,34.105,-119.03,11050,,,,2013,,,,1.848,102,409,503,,523,236,73.5,16.7,4.14,3.34,,10.69,70.1,249,23.19,25.33,,,18.65,4.63,85.6,50.02,0.149,2.82,533,7.77,0.013,0.71,0.15,0.077,0.544,25.85,3.67,2.042,2.17,0.173,0.758,0.065,0.153,0.026,1039,5,122,107,0.00001,6,12,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,5,,,0.00001,0.00001,,,,,,,,,,0.00001,8,0.00001,,12,0.00001,0.00001,,,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,44.24,,569.38,,779.12,
803,6406,4,170,6/19/13,0:12:00,0:12:27,170.008,170.009,41444.0083,41444.0086,36.023,-118.585,9898,,,,2013,,,,1.848,91,415,469,,534,231,72.4,16.7,3.952,3.09,,10.66,68.4,231,23.01,25.61,,,18.01,4.58,84.9,63.32,0.161,2.63,491,7.84,0.013,0.725,0.143,0.083,0.584,28.125,3.766,1.941,2.141,0.187,0.858,0.099,0.102,0.04,971,4,108,96,0.00001,7,11,,,0.00001,0.00001,0.00001,4,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,,,,,,,,,5,12,0.00001,,11,7,0.00001,,,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,5,0.00001,,48.13,,621.2,,468.34,
814,7210,4,170,6/19/13,0:12:33,0:12:59,170.009,170.009,41444.0087,41444.009,34.02,-118.53474,9285,,,,2013,,,,1.828,74,415,473,,541,235,73.5,16.9,3.998,3.35,,10.63,67,233,22.11,23.96,,,15.5,4.61,85.3,47.09,0.13,2.19,488,7.62,0.01,0.708,0.137,0.075,0.633,18.125,4.032,1.779,1.662,0.128,0.612,0.085,0.197,0.063,851,5,77,71,0.00001,7,6,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,3,,,4,0.00001,,,,,,,,,,0.00001,4,0.00001,,9,0.00001,0.00001,,,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,54.94,,538.96,,543.62,
819,4119,4,170,6/19/13,0:13:30,0:13:51,170.009,170.01,41444.0094,41444.0096,34.01,-118.459003,7499,,,,2013,,,,1.832,75,407,468,,531,237,74.2,16.6,4.023,3.34,,9.62,67.5,234,22.2,24.69,,,16.11,4.73,85.8,42.58,0.169,2.32,478,7.58,0.08,0.734,0.131,0.081,0.848,18.575,4.983,1.973,1.737,0.194,1.001,0.29,0.378,0.297,824,6,60,68,7,4,10,,,0.00001,0.00001,4,5,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,4,0.00001,,,,,,,,,,0.00001,7,0.00001,,10,3,0.00001,,,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,56.84,,522.42,,752.64,
804,6110,4,170,6/19/13,0:14:00,0:14:20,170.01,170.01,41444.0097,41444.01,34.009,-118.421734,6601,,,,2013,,,,1.843,79,414,448,,536,231,72.3,16.8,3.947,3.17,,8.47,68.2,231,22.47,23.96,,,16.08,4.61,84.9,44.77,0.174,2.17,486,7.63,0.119,0.785,0.134,0.082,0.866,19.2,5.894,1.988,1.81,0.167,1.01,0.34,0.432,0.48,825,86,84,64,25,6,16,,,0.00001,0.00001,7,4,0.00001,0.00001,3,0.00001,0.00001,0.00001,0.00001,0.00001,,,,,,,,,,0.00001,6,0.00001,,9,4,0.00001,,,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,68.41,,376.7,,437,
813,7193,4,170,6/19/13,0:14:30,0:14:49,170.01,170.01,41444.0101,41444.0103,34.013,-118.375409,5801,,,,2013,,,,1.849,84,415,490,,528,235,74.5,16.5,3.976,3.09,,13.23,72.4,246,22.92,23.23,,,15.63,4.65,84.6,38.06,0.193,2.19,503,7.74,0.157,0.766,0.159,0.096,0.808,10.075,6.084,2.34,2.455,0.248,2.094,0.568,0.998,1.009,893,32,59,146,6,18,37,,,0.00001,0.00001,16,10,0.00001,4,5,4,,,0.00001,0.00001,,,,,,,,,,4,4,0.00001,,8,5,0.00001,,,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,108.21,,249.42,,631.38,
820,4096,4,170,6/19/13,0:15:00,0:15:20,170.01,170.011,41444.0104,41444.0106,34.016,-118.347734,4590,,,,2013,,,,1.903,108,413,499,,526,232,73.2,16,4.008,3.19,,41.14,85.6,263,23.01,28.44,,,21.05,5.05,85.6,45.87,0.612,5.33,495,9.49,0.49,0.973,0.552,0.413,2.677,19.275,9.722,5.053,10.262,0.881,12.146,3.377,6.113,8.086,1921,63,148,672,11,115,203,,,0.00001,0.00001,134,63,0.00001,16,7,7,,,12,9,,,,,,,,,,6,18,11,,23,34,3,,,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,414.33,,1491.4,,2512.31,453.59
805,6192,4,170,6/19/13,0:15:30,0:15:48,170.011,170.011,41444.0108,41444.011,34.016,-118.315079,3691,,,,2013,,,,1.873,105,415,450,,530,232,73.1,16.6,3.865,3.11,,22.8,79.1,236,22.02,24.88,,,21.44,5.07,85.1,56.36,0.456,6.33,495,9.2,0.59,1.027,0.47,0.398,2.686,17,9.362,4.086,6.188,0.518,6.426,1.777,3.277,4.332,1279,59,128,361,10,75,99,,,0.00001,0.00001,94,37,3,12,6,5,,,11,9,,,,,,,,,,8,16,6,,16,30,3,,,4,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,183.42,,626.71,,928.89,
812,7025,4,170,6/19/13,0:16:00,0:16:18,170.011,170.011,41444.0111,41444.0113,34.019,-118.280363,2718,,,,2013,,,,1.869,93,417,493,,525,238,73.7,16.1,4.057,3.18,,27.43,78.1,255,23.1,23.78,,,18.93,5.24,88.4,41.6,0.365,4.54,495,9,0.553,0.946,0.345,0.275,2.166,12.05,9.354,4.14,6.006,0.589,6.091,1.526,2.928,3.523,1188,37,100,387,8,63,86,,,0.00001,0.00001,54,25,0.00001,6,4,3,,,5,7,,,,,,,,,,4,11,3,,14,16,0.00001,,,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,146.59,,354.13,,597.96,
821,4210,4,170,6/19/13,0:16:30,0:16:47,170.011,170.012,41444.0115,41444.0117,34.016,-118.248971,2597,,,,2013,,,,1.865,88,411,489,,533,237,74.9,15.9,4.118,3.48,,24.34,76.2,247,22.2,25.15,,,18.04,4.93,86,46.36,0.404,4.5,487,10.07,0.551,1.028,0.349,0.294,3.073,17.125,8.67,4.937,6.672,0.595,6.937,1.775,3.231,3.763,1229,32,102,346,5,60,86,,,0.00001,0.00001,49,25,0.00001,5,4,6,,,7,0.00001,,,,,,,,,,4,13,7,,15,15,0.00001,,,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,204.69,,866.85,,1560.47,257.57
806,6345,4,170,6/19/13,0:17:00,0:17:17,170.012,170.012,41444.0118,41444.012,33.988,-118.233392,2494,,,,2013,,,,1.876,92,416,467,,533,232,72.2,16.7,3.966,3.09,,20.08,74.6,235,21.93,24.51,,,18.15,4.77,85.2,45.63,0.325,3.69,494,9.44,0.501,0.944,0.294,0.273,2.681,15.55,10.305,4.532,6.31,0.614,6.818,1.719,3.136,3.772,1257,25,93,345,3,54,89,,,0.00001,0.00001,41,24,0.00001,8,0.00001,0.00001,0.00001,0.00001,8,7,,,,,,,,,,0.00001,10,6,,14,12,0.00001,,,0.00001,0.00001,,,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,,139.8,,395.73,,712.3,
