Snake#,Can#,Flight,Jday,date,OpenTime,CloseTime,Julian Open Time,Julian Closing Time,Jopen time Progressive,J close time Progressive,Latitude,Longitude,AltP_feet,AltP_meters,Radaralt_ft,Radaralt_m,SARP Year,Weather,Comments,H2 (ppbv)mult by 1.6,CH4 (ppmv),CO (ppbv),CO2_ppm,OCS (MS),DMS (MS),CFC-12 (C/D),CFC-11 (C/D),CFC-113 (D),CFC-114 (C/MS),H-1211 (C/D),H-1301 (C),H-2402 (D),HFC-152a (MS),HFC-134a (MS),HCFC-22 (MS),HCFC-142b,HCFC-141b (MS),HCFC-124 (MS),HFC-365mfc (MS),CHCl3 (C/D),CH3CCl3 (C/MS),CCl4 (C/MS),CH2Cl2 (C/D/MS),C2HCl3 (D/MS),C2Cl4 (C/MS),CH3Cl (MS),CH3Br (C/MS),CH3I (C/D),CH2Br2 (D),CHBrCl2 (D),CHBr2Cl (D),CHBr3 (C/MS),"1,2-DCE (MS)",MeONO2 (C/D),EtONO2 (C/D),i-PrONO2 (D),n-PrONO2 (C),2-BuONO2 (D),3-PeONO2 (D),2-PeONO2 (D),3-Methyl-2-BuONO2 (D),Ethane (E),Ethene (E),Ethyne (E),Propane (E/B),Propene (E),i-Butane (E),n-Butane (E),i-Butene (E),1-Butene (E),trans-2-Butene (MS),cis-2-Butene (MS),i-Pentane (E),n-Pentane (E),Isoprene (E/B),n-Hexane (E),n-Heptane (E),n-Octane (B),n-Nonane (B),n-Decane (B),"2,2-Dimethylbutane (B)","2,3-Dimethylbutane (MS)",2-Methylpentane (MS),3-Methylpentane (MS),2-Methylhexane (B),3-Methylhexane (B),"2,3-Dimethylpentane (B)","2,4-Dimethylpentane (B)",2-Methylheptane (B),3-Methylheptane (B),"2,2,4-Trimethylpentane (B)",Cyclopentane (B),Methylcyclopentane (B),Cyclohexane (B),Methylcylohexane (B),Benzene (E/MS),Toluene (B),Ethylbenzene (MS),m-Xylene (MS),p-Xylene (MS),m/p-Xylene (MS),o-Xylene (MS),Styrene (MS),i-Propylbenzene (MS),n-Propylbenzene (MS),3-Ethyltoluene (MS),4-Ethyltoluene (MS),2-Ethyltoluene (MS),"1,3,5-Trimethylbenzene (MS)","1,2,4-Trimethylbenzene (MS)","1,2,3-Trimethylbenzene (MS)",alpha-Pinene (MS),beta-Pinene (MS),Acetaldehyde (MS),Butanal (MS),Acetone (MS),Butanone (MS),Methanol (MS),Ethanol (MS)
4122,9347,1,177,6/26/17,16:30:00,16:31:32,177.6875,177.6886,42912.6875,42912.6886,33.87,-118.19,3720,1084,,,2017,,,557,1.825,52,412,576,0,519,226,71.6,16.41,3.325,3.42,0.443,11.63,89.7,230.7,22.96,23.84,1.872,0.907,9.96,2.29,81.5,44,0.158,0.979,529,5.91,0.036,0.606,0.22,0.085,0.387,10.36,5.088,0.907,0.672,0.097,0.281,0.075,0.059,0.101,412,0,45,31,11,0,0.00001,,0,0,0,0.00001,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,12,0,754,27,,71,1250,
4107,9349,1,177,6/26/17,16:35:01,16:36:13,177.691,177.6918,42912.691,42912.6918,33.96,-118.12,3157,889,,,2017,,Nox plume,552,1.821,55,412,568,0,521,227,70.8,16.41,3.332,3.355,0.509,14.66,91.5,231.9,23.55,24.56,2.104,1.481,9.54,2.25,80.2,46.3,0.228,1.132,539,6.22,0.061,0.611,0.22,0.091,2.779,10.36,5.614,0.85,0.626,0.088,0.232,0.1,0.15,0.06,392,13,48,22,0,0.00001,0.00001,,0,0,0,0,12,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,20,0,1954,21,,59,520,
4110,9343,1,177,6/26/17,16:39:17,16:39:50,177.6939,177.6943,42912.6939,42912.6943,33.94,-118.35,955,167,,,2017,,BL 1800 ft,1078,2.158,827,459,623,14.76,526,231,73.3,16.54,4.424,3.69,0.466,246.94,430.7,550.1,25.32,40.76,6.669,2.142,42.68,3.71,82.3,105.4,8.041,22.909,578,22.4,2.114,1.46,5.369,3.226,6.006,22.2,15.638,6.595,13.73,3.046,13.26,7.353,13.32,11.692,9295,2325,2362,5920,539,1105,1890,,76,22,22,2585,961,207,328,135,64,40,26,,184,580,371,,,,155,,,341,80,291,126,85,393,789,133,,,435,165,,11,24,97,56,34,43,138,30,598,230,2482,55,2784,258,5231,4434
4123,9344,1,177,6/26/17,16:39:56,16:40:45,177.6944,177.695,42912.6944,42912.695,33.94,-118.4,494,22,,,2017,,runway,924,2.517,864,473,622,50.31,517,247,73,16.55,4.802,3.705,0.454,186.71,359.6,467.9,24.42,35.6,4.306,1.737,53.97,3.99,83.7,139.5,9.999,45.294,564,14.15,2.937,1.944,5.335,3.491,8.621,23.75,14.482,7.054,16.653,3.65,15.755,8.863,16.258,14.74,3321,2555,2384,15629,730,1578,2802,,125,22,17,2634,1282,55,468,222,115,79,57,,168,695,465,,,,137,,,377,163,484,194,169,459,1038,125,,,395,149,,15,35,114,57,44,50,139,37,591,146,4435,54,6834,453,3480,1782
4108,9345,1,177,6/26/17,16:40:51,16:41:48,177.695,177.6957,42912.695,42912.6957,33.92,-118.44,895,167,,,2017,,"480 ppb CO, 2800ppm CH4",1048,2.327,1059,524,622,31.42,522,241,73.3,16.57,5.672,3.637,0.46,260.77,474,493.9,25.26,42.18,8.141,1.847,48.62,4.12,82.1,131,9.071,24.324,578,23.76,2.48,1.786,5.805,3.803,7.484,24.02,17.368,7.246,15.913,3.382,14.433,7.345,14.544,13.118,12497,3391,2950,7809,726,1254,2083,,104,21,19,2648,1041,76,346,172,98,77,49,,193,600,384,,,,169,,,377,103,334,155,109,463,947,155,,,523,199,,16,30,106,56,39,48,149,34,517,185,2784,52,3794,531,5424,4346
4109,9351,1,177,6/26/17,16:45:01,16:46:18,177.6979,177.6988,42912.6979,42912.6988,33.84,-118.35,3088,895,,,2017,,,553,1.825,46,412,590,0.7,524,225,72.8,16.45,3.312,3.339,0.473,14.98,93.2,234.3,22.85,24.36,2.637,1.56,9.99,2.27,81.3,43,0.27,1.248,568,5.82,0.107,0.663,0.312,0.183,0.614,10.86,5.142,0.984,0.619,0.133,0.453,0.216,0.5,0.366,372,13,36,27,14,0.00001,0,,0,0,0,0,0,0,0,0,0,11,0,,0,0,0,,,,0,,,0,0,0,0,0,0,14,0,,,11,0,,0,0,0,0,0,0,0,0,21,0,1991,20,,82,1335,468
4124,9352,1,177,6/26/17,16:50:01,16:51:19,177.7014,177.7023,42912.7014,42912.7023,33.86,-118.04,3256,926,,,2017,,,576,1.824,50,412,598,0.52,518,226,71.8,16.73,3.306,3.359,0.437,11.6,92.3,236.3,23.03,25.07,1.666,1.149,9.86,2.3,81.6,45.1,0.191,1.17,559,5.69,0.054,0.591,0.24,0.11,0.653,10.31,4.163,0.883,0.62,0.11,0.35,0.198,0.331,0.194,411,0,40,28,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,12,0,1208,21,,106,1150,144
4601,8148,1,177,6/26/17,16:53:39,16:54:15,177.7039,177.7043,42912.7039,42912.7043,33.97,-118.08,2843,794,,,2017,,,584,1.823,62,412,583,0.56,517,226,71.4,16.28,3.336,3.358,0.452,13.63,89.4,234.1,22.23,25.09,3.077,1.433,10.3,2.28,80.9,53.9,0.274,1.014,553,5.45,0.066,0.593,0.263,0.123,0.365,12.97,5.371,1.06,0.56,0.181,0.202,0.085,0.221,0.127,465,43,56,32,0,0,0,,0,0,0,0,0,13,16,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,27,16,1114,33,1011,90,1468,207
4616,7208,1,177,6/26/17,16:56:32,16:57:15,177.7059,177.7064,42912.7059,42912.7064,33.95,-118.25,2465,662,,,2017,,,560,1.831,62,412,591,1.73,519,224,71.1,16.18,3.29,3.429,0.432,12.83,93.2,235.6,22.24,25.41,3.011,0.837,10.71,2.3,81.3,49.6,0.262,1.913,531,5.79,0.094,0.597,0.344,0.21,0.84,11.49,4.892,1.001,0.925,0.133,0.48,0.324,0.545,0.449,501,41,45,113,0,10,24,,0,0,0,21,13,14,12,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,13,0,,,0,0,,0,0,0,0,0,0,0,0,43,0,910,20,1154,42,1044,372
4617,6232,1,177,6/26/17,16:58:16,16:58:49,177.7071,177.7075,42912.7071,42912.7075,33.94,-118.34,997,196,,,2017,,begin ap,973,2.14,766,449,645,24.38,536,240,75.4,16.98,4.526,3.841,0.447,270.57,482.1,570.9,25.91,40.38,6.484,1.958,46.04,3.71,84.9,181.6,7.804,21.223,604,21.47,2.011,1.475,4.881,2.696,6.118,21.73,15.989,6.865,15.047,3.052,13.48,7.055,14.091,12.738,8726,2231,2334,4661,497,1037,1757,,77,18,20,2486,901,277,293,126,51,36,37,,182,571,361,,,,148,,,338,78,298,124,81,390,739,127,,,405,156,,12,29,89,43,37,39,132,33,479,169,3834,66,3619,355,2937,4668
4602,8128,1,177,6/26/17,16:58:59,16:59:36,177.7076,177.7081,42912.7076,42912.7081,33.94,-118.39,470,24,,,2017,,over runway,760,2.756,661,475,666,47.35,529,251,76.9,17.25,5.045,3.808,0.44,156.69,372.1,479.1,24.87,40.91,4.671,1.505,68.96,4,86.8,168.4,9.636,260.132,597,14.28,2.922,2.19,6.284,3.341,10.52,26.72,20.055,10.012,28.265,6.166,24.275,12.582,23.464,23.357,12328,2930,2274,12278,599,1287,2045,,86,15,12,2307,1017,73,384,167,81,73,55,,150,545,345,,,,130,,,323,103,350,153,184,416,790,119,,,354,142,,13,26,80,37,35,20,111,30,365,140,2140,72,4056,559,4495,5064
4615,7143,1,177,6/26/17,16:59:44,17:00:12,177.7081,177.7085,42912.7081,42912.7085,33.93,-118.42,549,51,,,2017,,,823,2.39,494,459,610,65.74,514,233,69.8,15.94,4.36,3.473,0.448,90.47,317.5,419.5,23.69,34.66,4.879,1.364,45.12,3.76,80.4,124.5,5.122,93.68,562,11.11,2.65,1.925,4.578,2.896,9.491,21.73,15.029,6.852,14.908,2.938,12.79,7.433,13.568,13.229,10845,1430,1255,5357,247,1017,1658,,41,0,0,1934,815,16,283,122,48,35,34,,117,399,253,,,,100,,,213,84,276,112,141,257,736,69,,,207,81,,0,15,44,21,18,16,60,14,214,77,1933,40,4138,464,1682,2798
4618,6007,1,177,6/26/17,17:00:21,17:00:59,177.7086,177.709,42912.7086,42912.709,33.91,-118.45,803,142,,,2017,,,841,2.296,752,483,656,60.31,535,268,75.9,17.17,5.47,3.784,0.479,226.28,509.1,862.8,26.46,43.16,7.298,2.477,53.64,4.51,86,175.1,10.184,27.339,622,20.09,2.618,1.94,7.709,5.169,10.968,28.7,16.73,7.391,17.818,3.643,14.408,8.291,17.009,13.958,13790,2405,2380,9560,508,1408,2200,,70,13,11,2687,1173,58,359,162,78,56,57,,187,627,391,,,,162,,,360,106,364,159,176,422,882,147,,,484,187,,10,29,96,40,39,37,142,34,631,194,2843,59,3955,606,2925,4366
4604,8026,1,177,6/26/17,17:02:00,17:02:42,177.7097,177.7102,42912.7097,42912.7102,33.85,-118.48,1717,459,,,2017,,,504,1.846,77,415,583,1.05,516,223,70.3,16.17,3.302,3.377,0.461,11.65,109.9,249.2,22.22,25.64,1.802,0.942,12.6,2.34,79.2,54.3,0.356,2.044,546,6.14,0.294,0.611,0.587,0.299,0.896,11.5,6.339,1.698,2.459,0.485,1.931,1.074,1.571,1.481,855,68,94,272,0,45,61,,0,0,0,66,24,0,17,0,0,0,0,,0,10,0,,,,0,,,11,0,13,0,0,16,19,0,,,0,0,,0,0,0,0,0,0,0,0,13,0,716,16,765,67,1507,335
4603,7172,1,177,6/26/17,17:05:01,17:05:40,177.7118,177.7123,42912.7118,42912.7123,33.75,-118.39,3849,1157,,,2017,,,495,1.821,51,411,580,0.4,515,224,69.8,15.83,3.165,3.291,0.434,9.49,88.6,231.6,22,24.86,1.464,1.02,9.84,2.22,78.5,48.3,0.3,3.788,545,5.5,0.07,0.581,0.305,0.169,0.799,10.61,5.094,1.115,1.642,0.289,0.644,0.278,0.537,0.399,551,32,37,52,0,0,0,,0,0,0,0,0,0,17,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,10,0,,,0,0,,0,0,0,0,0,0,0,0,21,0,870,19,1029,44,913,268
4614,6608,1,177,6/26/17,17:07:05,17:07:53,177.7133,177.7138,42912.7133,42912.7138,33.68,-118.32,5349,1647,,,2017,,shipping channel,485,1.838,57,411,577,0.25,519,227,73.5,16.57,3.326,3.371,0.466,14.51,94.1,233.8,22.87,26.02,4.077,1.033,9.8,2.37,83.8,46.1,0.199,1.111,535,5.65,0.082,0.594,0.255,0.113,0.366,10.16,4.579,1.399,1.585,0.246,0.543,0.209,0.131,0.081,647,33,45,49,0,0.00001,0,,0,0,0,0,0,0,11,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,13,0,896,25,1177,43,526,
4619,8072,1,177,6/26/17,17:10:01,17:10:40,177.7153,177.7157,42912.7153,42912.7157,33.65,-118.14,5831,1755,,,2017,,,513,1.83,56,412,604,0.85,525,229,75.1,17.02,3.504,3.541,0.477,14.87,99.6,246.9,23.72,26.94,4.102,1.477,10.45,2.38,85.3,55.9,0.172,1.285,578,6.19,0.091,0.639,0.299,0.187,0.741,10.33,5.005,1.498,1.735,0.301,0.836,0.294,0.527,0.268,675,32,56,71,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,10,0,,,10,0,,0,0,0,0,0,0,0,0,26,0,1310,24,869,83,631,272
4613,7140,1,177,6/26/17,17:13:00,17:13:40,177.7174,177.7178,42912.7174,42912.7178,33.63,-117.93,5837,1756,,,2017,,,495,1.822,56,412,572,0,522,230,74.3,16.82,3.377,3.404,0.46,12.62,94.9,234.5,23.05,26.45,3.631,1.157,9.95,2.38,84.5,46.3,0.169,1.216,536,6.48,0.121,0.6,0.272,0.129,0.402,10.49,5.41,1.49,1.717,0.303,0.688,0.18,0.158,0.066,660,32,51,66,0,0.00001,0.00001,,0,0,0,0,0,0,11,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,11,0,1399,25,1209,69,501,137
4620,6343,1,177,6/26/17,17:15:01,17:15:36,177.7188,177.7192,42912.7188,42912.7192,33.62,-117.78,5831,1755,,,2017,,,499,1.826,56,412,593,0.47,525,228,75.5,17.13,3.508,3.459,0.468,11.64,94.3,242.8,23.09,26.68,3.322,1.159,10.05,2.38,85.1,48.8,0.219,1.074,564,6.07,0.075,0.625,0.27,0.123,0.407,9.84,5.092,1.46,1.825,0.29,0.806,0.201,0.231,0.128,684,35,49,55,0,0.00001,0,,0,0,0,0,0,0,13,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,18,0,351,18,808,44,1812,205
4605,8174,1,177,6/26/17,17:17:00,17:17:38,177.7201,177.7206,42912.7201,42912.7206,33.6,-117.64,5835,1755,,,2017,,,489,1.823,56,412,577,0,522,227,72.7,16.62,3.299,3.353,0.461,11.37,91,237.6,22.41,25.78,1.41,0.985,9.43,2.3,81.8,46.6,0.162,1.207,550,5.38,0.059,0.594,0.263,0.115,0.439,9.73,4.565,1.423,1.621,0.34,0.775,0.206,0.189,0.091,706,26,52,69,0,0.00001,0.00001,,0,0,0,0,0,0,12,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,11,0,821,13,630,52,846,
4612,7220,1,177,6/26/17,17:19:01,17:19:41,177.7215,177.722,42912.7215,42912.722,33.83,-117.22,2490,703,,,2017,,,486,1.821,69,412,567,0,515,225,72.2,16.29,3.288,3.381,0.449,12.39,91.2,231.3,22.59,25.51,3.121,1.034,9.89,2.32,83,46.4,0.141,1.197,526,5.6,0.109,0.594,0.268,0.133,0.553,10.83,5.731,1.441,1.687,0.357,0.817,0.235,0.326,0.126,672,31,53,58,0,0,0.00001,,0,0,0,0,0,0,12,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,12,0,1078,27,1458,55,867,486
4621,6079,1,177,6/26/17,17:21:00,17:21:37,177.7229,177.7233,42912.7229,42912.7233,33.57,-117.36,5837,1755,,,2017,,,496,1.841,60,412,569,0,528,234,74.7,16.73,3.45,3.46,0.463,15.07,94.8,232.9,22.19,25.63,2.366,1.235,9.86,2.37,84.8,46.7,0.22,1.067,533,6.67,0.072,0.649,0.245,0.092,0.41,9.91,5.31,1.402,1.598,0.274,0.738,0.152,0.305,0.076,649,36,48,52,0,0.00001,0,,0,0,0,0.00001,0,16,11,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,19,0,1689,18,719,58,607,
4606,8249,1,177,6/26/17,17:23:01,17:23:37,177.7243,177.7247,42912.7243,42912.7247,33.59,-117.24,5833,1756,,,2017,,,486,1.828,58,412,585,0,527,231,74.5,17.11,3.404,3.455,0.452,11.52,101,245.6,23.59,26.74,3,1.172,11.31,2.39,83.6,49.9,0.193,1.333,558,5.75,0.279,0.631,0.429,0.19,0.615,10.77,5.698,1.684,2.183,0.418,1.279,0.397,0.664,0.585,778,53,82,165,15,15,23,,0,0,0,30,12,401,16,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,10,0,0,,,0,0,,0,0,0,0,0,0,0,0,143,57,1446,17,773,40,3465,
4611,7244,1,177,6/26/17,17:28,17:29:22,177.7282,177.7287,42912.7282,42912.7287,33.83,-117.22,2490,703,,,2017,,,553,1.912,174,420,619,10.5,535,240,76.6,17.23,3.874,3.732,0.479,33.97,177.3,330.7,23.23,36.39,4.294,0.995,20.99,2.65,86.7,69.2,0.615,8.468,601,6.16,0.632,0.766,2.034,0.823,1.773,13.49,9.835,3.967,9.373,1.782,7.298,3.931,6.57,6.57,1671,246,311,1118,44,159,267,,0,0,0,477,167,99,72,23,0,0,0,,30,88,55,,,,29,,,58,13,52,30,16,61,106,17,,,38,17,,0,0,0,0,0,0,11,0,115,29,1885,28,2853,152,2987,742
4622,6010,1,177,6/26/17,17:29:39,17:30:13,177.7289,177.7293,42912.7289,42912.7293,33.86,-117.25,1827,473,,,2017,,runway,551,1.858,94,415,584,4.79,525,232,73.7,16.57,3.587,3.521,0.449,19.51,121.8,287.5,22.33,27.99,5.953,1.552,15.36,2.48,84.5,53.6,0.554,1.838,542,6.55,0.3,0.698,1.069,0.521,1.004,12.49,7.074,2.115,4.198,0.726,2.973,1.688,3.036,2.507,975,97,129,1563,27,64,112,,0,0,0,205,77,76,39,0,0,11,0,,14,33,23,,,,0,,,21,0,28,0,0,26,41,0,,,17,0,,0,0,0,0,0,0,0,0,161,31,1665,35,1080,58,1825,562
4607,8199,1,177,6/26/17,17:30:19,17:30:48,177.7294,177.7297,42912.7294,42912.7297,33.89,-117.26,1813,454,,,2017,,,521,1.851,100,416,560,3.4,513,223,70.3,16.12,3.426,3.375,0.426,20.4,141,284,22.38,27.26,1.692,1.44,16.62,2.39,80.3,52.9,0.81,2.285,533,5.59,0.242,0.619,1.009,0.491,0.909,12.51,6.59,1.953,3.668,0.777,2.871,1.535,2.712,2.852,1028,152,179,442,27,60,110,,0,0,0,231,81,223,28,11,0,0,0,,13,41,26,,,,12,,,35,0,28,11,0,29,53,0,,,24,0,,0,0,0,0,0,0,0,0,247,70,940,29,1218,150,2542,599
4610,7047,1,177,6/26/17,17:30:58,17:31:25,177.7298,177.7302,42912.7298,42912.7302,33.91,-117.28,2005,521,,,2017,,,549,1.851,96,416,599,2.52,525,231,73.7,16.78,3.629,3.5,0.448,19.97,153.5,297.6,26.34,28.39,3.068,0.887,16.94,2.45,83.9,54,0.78,4.717,576,5.71,0.271,0.648,1.008,0.516,1.516,12.81,6.816,2.017,3.547,0.658,2.695,1.461,2.666,2.475,994,141,155,474,26,67,94,,0,0,0,195,75,187,27,0,0,0,0,,12,35,21,,,,11,,,25,0,21,11,0,29,50,0,,,22,0,,0,0,0,0,0,0,0,0,199,52,1128,19,1327,74,1064,366
4623,6120,1,177,6/26/17,17:33:01,17:33:36,177.7313,177.7317,42912.7313,42912.7317,34,-117.32,2949,848,,,2017,,,531,1.848,114,415,602,2.08,542,245,76.6,16.69,3.682,3.637,0.467,21.1,129.6,273.2,24.13,32.57,4.405,1.614,13.78,2.5,86.7,54.6,0.53,2.924,579,5.91,0.249,0.682,0.663,0.32,0.871,11.92,6.333,1.864,3.169,0.585,2.423,1.257,2.286,1.992,915,114,510,382,16,55,91,,0,0,0,145,54,56,26,16,0,15,0,,0,22,16,,,,0,,,17,0,18,0,0,22,39,0,,,15,0,,0,0,0,0,0,0,0,0,120,40,2021,19,759,36,966,360
4608,8200,1,177,6/26/17,17:36:01,17:36:36,177.7333,177.7338,42912.7333,42912.7338,34.05,-117.37,3343,954,,,2017,,,501,1.869,125,420,587,3.73,521,231,72.3,16.47,3.508,3.509,0.433,35.87,172.6,285.9,23.42,37.87,3.373,1.45,20.08,2.56,82.3,65.8,1.492,3.639,553,5.79,0.393,0.671,1.395,0.575,1.209,13.88,8.797,2.988,6.732,1.426,5.292,2.912,4.959,5.07,1621,223,893,1296,48,125,212,,0,0,0,441,152,57,52,23,0,0,0,,25,67,43,,,,21,,,50,13,41,17,19,48,108,16,,,42,17,,0,0,12,0,0,0,15,0,323,67,951,30,1679,214,2844,964
4609,7194,1,177,6/26/17,17:40:01,17:40:35,177.7361,177.7365,42912.7361,42912.7365,34.05,-117.46,2280,638,,,2017,,,624,1.977,355,433,610,15.81,510,223,71.9,15.94,3.767,3.578,0.472,80.31,259.6,373.3,24.31,41.03,5.243,1.707,36.65,2.92,82,119.2,6.312,9.639,560,6.69,1.066,0.915,3.457,1.374,3.219,21.86,15.456,6.339,15.972,3.56,12.346,6.298,11.481,11.39,3321,701,810,4194,140,338,534,,19,0,0,1128,372,339,116,54,22,19,18,,57,170,106,,,,48,,,106,34,91,52,46,126,355,62,,,182,66,,0,16,32,20,17,19,49,22,600,232,2027,54,6263,383,3738,3453
4624,6038,1,177,6/26/17,17:42:36,17:43:08,177.7379,177.7383,42912.7379,42912.7383,34.05,-117.58,1102,283,,,2017,,,657,2.031,438,,641,21.91,539,245,77.6,16.37,4.487,3.935,0.475,155.83,310.9,431.1,27.59,38.86,7.625,2.222,43.54,3.34,87.3,121.1,3.841,30.977,599,6.97,1.295,1.033,4.455,2.005,3.585,20.76,16.372,7.261,18.519,3.821,13.919,7.167,14.511,13.489,3809,894,951,3565,158,405,665,,23,0,0,1418,489,409,153,67,33,33,23,,88,251,157,,,,75,,,164,36,138,71,62,173,477,67,,,175,69,,0,13,39,25,16,13,51,12,509,209,3939,62,4028,327,4581,3616
3801,9399,2,177,6/26/17,18:58:32,18:59:23,177.7906,177.7912,42912.7906,42912.7912,33.98,-117.81,4587,1388,,,2017,,,549,1.819,44,419,586,0,524,223,71.7,16.21,3.291,3.278,0.426,12.78,92.9,233.5,22.61,25.48,2.906,1.052,9.79,2.22,79.7,45.6,0.129,1.275,569,7.72,0.16,0.599,0.282,0.201,0.781,9.4,4.673,1.147,1.098,0.251,0.475,0.242,0.121,0.121,490,20,44,48,0,0,0.00001,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,17,0,682,21,1101,45,889,171
3816,8263,2,177,6/26/17,19:00:32,19:01:18,177.792,177.7926,42912.792,42912.7926,33.94,-117.89,4782,1422,,,2017,,,543,1.818,57,419,591,0,527,230,72.5,16.6,3.429,3.555,0.445,15.59,92.6,237.1,23.3,25.75,3.602,1.237,10.98,2.32,82.7,49.5,0.373,1.061,548,6.52,0.074,0.652,0.233,0.103,0.404,12.36,4.87,1.15,1.175,0.267,0.474,0.133,0.137,0.134,491,23,53,42,13,10,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,15,0,871,49,2573,121,1498,219
3817,9288,2,177,6/26/17,19:02:01,19:02:51,177.7931,177.7936,42912.7931,42912.7936,33.92,-117.97,5048,1515,,,2017,,,547,1.819,56,418,596,0,524,229,71.7,16.43,3.331,3.504,0.447,12.55,89.6,234.3,22.76,25.43,2.804,1.531,10.29,2.32,82.6,47.2,0.908,1.028,545,6.19,0.17,0.746,0.228,0.104,0.418,11.48,5.122,1.248,1.064,0.245,0.337,0.313,0.833,0.106,484,0,38,40,0,0,0.00001,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,12,0,730,22,1326,63,796,149
3802,9293,2,177,6/26/17,19:04:03,19:04:51,177.7945,177.795,42912.7945,42912.795,33.91,-118.06,5773,1756,,,2017,,,511,1.819,54,419,578,0,515,224,70.9,16.19,3.313,3.345,0.451,11.32,89,229.3,23.07,24.73,1.268,1.215,10.4,2.27,80.8,47.9,0.282,1.119,528,6.17,0.148,0.636,0.256,0.107,0.326,10.66,4.623,1.23,1.359,0.262,0.478,0.125,0.092,0.094,540,14,49,57,0,0,0.00001,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,10,0,822,25,2026,121,1416,189
3815,9292,2,177,6/26/17,19:06:01,19:06:48,177.7958,177.7964,42912.7958,42912.7964,33.94,-118.11,5426,1646,,,2017,,,546,1.82,57,419,569,0,511,222,69.9,15.89,3.226,3.342,0.435,11.3,89.1,234.5,22.57,24.4,2.853,1.098,10.72,2.25,79.6,48.9,0.36,1.233,523,5.99,0.1,0.609,0.247,0.128,0.449,11.1,5.028,1.495,1.621,0.366,0.76,0.206,0.39,0.257,603,12,53,55,0,0.00001,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,21,0,823,30,2398,179,819,215
3818,9291,2,177,6/26/17,19:08:00,19:08:52,177.7972,177.7978,42912.7972,42912.7978,33.96,-118.19,3165,923,,,2017,,,553,1.821,51,416,571,0,520,225,71,16.28,3.32,3.384,0.444,13.39,89.3,231,22.57,24.82,2.6,1.497,9.87,2.28,80.6,46.1,0.233,0.969,535,5.85,0.044,0.621,0.205,0.098,0.297,10.47,4.736,0.825,0.545,0.109,0.186,0.05,0.057,0.135,396,0,35,33,0,0,0,,0,0,0,0.00001,0,0,13,0,0,0,0,,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,17,0,758,18,889,91,496,112
3803,6265,2,177,6/26/17,19:09:10,19:09:59,177.798,177.7986,42912.798,42912.7986,33.95,-118.25,2348,651,,,2017,,,623,1.879,138,417,598,2.89,527,230,71.8,16.83,3.62,3.584,0.459,31.45,129.7,268.6,22.95,27.8,2.034,1.17,17.41,2.56,83,64.3,0.916,7.094,557,7.39,0.539,0.759,1.08,0.609,1.501,13.73,7.055,2.524,5.5,1.424,4.792,2.554,4.418,4.022,1638,271,259,839,47,143,204,,0,0,0,210,74,12,33,14,0,0,0,,13,43,26,,,,24,,,29,0,27,15,12,48,54,0,,,17,0,,0,0,0,0,0,0,0,0,31,0,962,36,2493,111,2216,940
